students_passed,num_teachers,total_students,Total_budget,dropout_rate,avg_class_size,school_distance,district_label
962,43,2509,12335,0.27,58.35,9,Gasabo
901,50,1072,16649,0.13,21.44,8,Gasabo
499,62,2027,11466,0.1,32.69,6,Gasabo
310,16,2701,13182,0.19,168.81,3,Gasabo
653,21,2628,18399,0.07,125.14,7,Gasabo
821,85,553,19539,0.13,6.51,3,Gasabo
522,38,1323,18030,0.29,34.82,8,Gasabo
345,39,553,11964,0.06,14.18,3,Gasabo
683,96,1285,10988,0.09,13.39,5,Gasabo
622,38,2059,15014,0.28,54.18,5,Gasabo
314,82,2861,5060,0.19,34.89,5,Gasabo
325,53,1307,7442,0.26,24.66,1,Gasabo
577,58,1795,14935,0.08,30.95,7,Gasabo
473,36,2571,15717,0.21,71.42,2,Gasabo
413,21,920,17988,0.28,43.81,2,Gasabo
840,28,1853,5477,0.28,66.18,7,Gasabo
367,26,889,13308,0.12,34.19,5,Gasabo
359,55,1156,5151,0.23,21.02,7,Gasabo
795,55,2076,5651,0.1,37.75,5,Gasabo
509,50,1937,15949,0.11,38.74,6,Gasabo
614,94,837,11216,0.16,8.9,3,Gasabo
810,54,1256,10780,0.05,23.26,4,Gasabo
411,86,674,11783,0.27,7.84,5,Gasabo
851,73,1076,6181,0.19,14.74,7,Gasabo
469,45,1425,18595,0.28,31.67,1,Gasabo
867,24,1588,6257,0.24,66.17,6,Gasabo
607,70,1651,7667,0.08,23.59,8,Gasabo
473,37,2574,13530,0.19,69.57,1,Gasabo
381,27,795,9349,0.25,29.44,7,Gasabo
746,66,1786,15152,0.21,27.06,9,Gasabo
605,97,2830,7932,0.15,29.18,2,Gasabo
701,25,1462,19140,0.25,58.48,6,Gasabo
759,83,2547,10171,0.29,30.69,5,Gasabo
398,91,1344,6071,0.07,14.77,1,Gasabo
716,34,1035,13507,0.05,30.44,2,Gasabo
442,88,1546,19192,0.25,17.57,1,Gasabo
944,13,2742,8269,0.12,210.92,5,Gasabo
485,47,658,12433,0.18,14.0,1,Gasabo
394,37,2926,13410,0.15,79.08,1,Gasabo
770,24,815,6038,0.26,33.96,2,Gasabo
903,73,2830,9095,0.25,38.77,6,Gasabo
507,54,1077,10991,0.14,19.94,4,Gasabo
625,65,660,11308,0.29,10.15,9,Gasabo
668,94,685,14914,0.17,7.29,5,Gasabo
915,21,2005,14106,0.24,95.48,6,Gasabo
381,60,894,10680,0.17,14.9,5,Gasabo
204,31,2136,15828,0.08,68.9,1,Gasabo
501,91,2996,7092,0.27,32.92,6,Gasabo
743,78,894,6820,0.05,11.46,7,Gasabo
770,77,2473,12625,0.06,32.12,6,Gasabo
448,95,727,14504,0.25,7.65,7,Gasabo
303,48,2494,11216,0.28,51.96,5,Gasabo
768,23,2996,6036,0.09,130.26,9,Gasabo
646,31,1446,8082,0.2,46.65,4,Gasabo
722,26,2100,13433,0.26,80.77,5,Gasabo
469,16,1037,14376,0.13,64.81,3,Gasabo
907,42,746,9957,0.28,17.76,9,Kicukiro
260,78,2701,19191,0.26,34.63,6,Gasabo
691,89,689,17096,0.14,7.74,2,Gasabo
896,71,1683,14695,0.12,23.7,1,Gasabo
713,46,1209,5479,0.12,26.28,3,Gasabo
411,99,2535,18918,0.15,25.61,2,Gasabo
576,54,791,5995,0.24,14.65,9,Gasabo
860,62,713,8829,0.11,11.5,8,Gasabo
595,65,1605,19402,0.27,24.69,2,Gasabo
916,27,588,7616,0.27,21.78,6,Gasabo
269,13,2964,18755,0.22,228.0,7,Gasabo
842,73,1468,12567,0.28,20.11,4,Gasabo
925,94,936,17388,0.12,9.96,8,Gasabo
561,62,1515,7788,0.2,24.44,4,Gasabo
301,84,1810,19798,0.26,21.55,4,Gasabo
959,54,1872,8912,0.27,34.67,9,Gasabo
660,24,2584,15523,0.1,107.67,8,Gasabo
519,74,1110,14693,0.22,15.0,6,Gasabo
984,89,2461,11632,0.3,27.65,2,Gasabo
596,98,1164,5849,0.15,11.88,7,Gasabo
977,88,974,10044,0.07,11.07,3,Gasabo
507,57,1348,16091,0.1,23.65,4,Gasabo
259,80,2432,16844,0.13,30.4,3,Gasabo
324,72,2918,6223,0.28,40.53,5,Gasabo
259,70,884,12886,0.13,12.63,1,Gasabo
990,79,665,11507,0.26,8.42,6,Gasabo
514,57,1887,14027,0.15,33.11,2,Gasabo
961,16,830,17580,0.13,51.88,7,Gasabo
543,86,1869,13767,0.22,21.73,1,Gasabo
986,53,1962,6229,0.07,37.02,1,Gasabo
809,70,2770,19398,0.2,39.57,9,Gasabo
517,27,2236,15156,0.19,82.81,8,Gasabo
313,16,2338,12882,0.25,146.12,1,Gasabo
981,88,825,5791,0.11,9.38,8,Gasabo
544,23,1471,19237,0.29,63.96,4,Gasabo
737,50,1403,13217,0.26,28.06,9,Gasabo
347,18,608,11614,0.13,33.78,8,Gasabo
637,83,1008,11906,0.22,12.14,3,Gasabo
515,96,2824,7057,0.16,29.42,2,Gasabo
772,64,704,5491,0.27,11.0,1,Gasabo
331,29,2896,6196,0.11,99.86,7,Gasabo
787,31,2274,10595,0.07,73.35,7,Gasabo
811,89,2576,18823,0.22,28.94,6,Gasabo
625,78,1839,12530,0.23,23.58,6,Gasabo
598,38,740,5274,0.29,19.47,3,Nyarugenge
871,29,1291,14294,0.16,44.52,9,Gasabo
327,13,523,17143,0.23,40.23,8,Gasabo
329,39,744,7776,0.28,19.08,9,Gasabo
651,21,1893,7296,0.06,90.14,9,Gasabo
535,78,971,14992,0.28,12.45,8,Gasabo
439,40,2340,8953,0.22,58.5,1,Gasabo
826,91,2136,9929,0.1,23.47,3,Gasabo
516,55,2653,8781,0.06,48.24,4,Gasabo
336,63,1622,16516,0.15,25.75,8,Gasabo
950,86,1586,19258,0.22,18.44,3,Gasabo
529,77,1132,11161,0.07,14.7,1,Gasabo
923,84,1970,6067,0.09,23.45,6,Gasabo
837,51,1540,9591,0.19,30.2,8,Gasabo
772,50,2630,16278,0.29,52.6,7,Gasabo
961,86,751,18601,0.11,8.73,9,Gasabo
266,14,1353,10248,0.21,96.64,1,Gasabo
962,63,1523,8216,0.19,24.17,7,Gasabo
235,47,1726,16228,0.19,36.72,1,Gasabo
296,97,1696,19598,0.1,17.48,3,Gasabo
645,81,2695,18752,0.21,33.27,5,Gasabo
531,66,913,18346,0.28,13.83,2,Gasabo
312,30,1455,10653,0.06,48.5,3,Gasabo
717,55,1287,17830,0.24,23.4,1,Gasabo
295,97,1045,12851,0.16,10.77,4,Gasabo
467,38,1442,7853,0.2,37.95,5,Gasabo
305,78,2761,5110,0.22,35.4,7,Gasabo
578,57,2091,14234,0.07,36.68,7,Gasabo
351,33,2681,13038,0.28,81.24,5,Gasabo
897,71,630,10546,0.29,8.87,3,Gasabo
283,14,1630,15416,0.29,116.43,1,Gasabo
262,16,2616,17476,0.26,163.5,9,Gasabo
299,85,1069,5051,0.27,12.58,8,Gasabo
966,88,1852,8246,0.09,21.05,4,Gasabo
309,37,2874,19755,0.29,77.68,4,Gasabo
285,43,1958,10625,0.1,45.53,5,Gasabo
789,87,2904,9054,0.11,33.38,3,Gasabo
288,71,2050,7908,0.3,28.87,2,Gasabo
637,85,1469,17416,0.11,17.28,1,Kicukiro
742,31,1962,15355,0.29,63.29,4,Gasabo
918,89,1205,7328,0.17,13.54,1,Gasabo
784,85,725,12321,0.14,8.53,7,Gasabo
243,80,1513,9180,0.18,18.91,4,Gasabo
282,18,2280,12174,0.06,126.67,1,Gasabo
533,82,1389,14740,0.16,16.94,5,Gasabo
537,87,1107,15607,0.08,12.72,2,Gasabo
648,27,2692,7975,0.07,99.7,7,Gasabo
277,80,2157,15686,0.13,26.96,1,Gasabo
227,22,1322,10622,0.25,60.09,5,Gasabo
212,25,1760,10637,0.08,70.4,9,Gasabo
667,96,1613,11679,0.16,16.8,2,Gasabo
412,81,1106,19915,0.17,13.65,7,Gasabo
370,62,1907,10855,0.13,30.76,7,Gasabo
702,96,2387,17460,0.27,24.86,1,Gasabo
722,25,1684,18064,0.09,67.36,9,Gasabo
416,82,2090,11520,0.28,25.49,7,Gasabo
968,30,2415,9053,0.27,80.5,6,Gasabo
931,34,2143,10863,0.21,63.03,9,Gasabo
527,85,2339,18936,0.05,27.52,8,Gasabo
464,14,1136,10737,0.1,81.14,8,Gasabo
592,62,2155,11380,0.29,34.76,3,Gasabo
996,74,2766,6967,0.11,37.38,2,Gasabo
592,41,1701,9338,0.07,41.49,3,Gasabo
755,50,2946,12253,0.19,58.92,9,Gasabo
802,94,691,16976,0.2,7.35,5,Gasabo
838,23,1264,17619,0.15,54.96,1,Gasabo
915,89,1223,18498,0.2,13.74,3,Gasabo
211,20,1469,15346,0.12,73.45,1,Gasabo
713,26,2473,8342,0.05,95.12,6,Gasabo
674,60,1840,18699,0.26,30.67,9,Gasabo
438,92,1779,13230,0.06,19.34,3,Gasabo
927,18,2519,14551,0.28,139.94,3,Gasabo
496,22,2420,8706,0.16,110.0,4,Gasabo
232,45,1696,13085,0.26,37.69,7,Gasabo
886,40,792,9656,0.29,19.8,7,Gasabo
436,50,1426,9606,0.2,28.52,7,Gasabo
919,19,1503,9713,0.26,79.11,6,Gasabo
656,69,2149,18442,0.1,31.14,2,Gasabo
383,66,1662,11037,0.1,25.18,9,Gasabo
945,10,895,13975,0.28,89.5,9,Gasabo
646,96,2531,14988,0.12,26.36,9,Gasabo
595,48,932,18290,0.26,19.42,2,Gasabo
767,86,1626,12862,0.07,18.91,1,Gasabo
444,62,1972,19719,0.17,31.81,9,Gasabo
947,64,1778,12444,0.13,27.78,8,Gasabo
332,44,2111,19310,0.07,47.98,4,Gasabo
888,88,1372,13041,0.28,15.59,5,Gasabo
470,98,1521,7638,0.06,15.52,7,Gasabo
678,65,1824,12419,0.24,28.06,7,Gasabo
573,25,1683,15409,0.13,67.32,6,Gasabo
395,36,2044,15766,0.18,56.78,8,Gasabo
383,51,1558,8814,0.15,30.55,3,Gasabo
546,65,722,5957,0.27,11.11,2,Gasabo
712,65,2419,14052,0.24,37.22,3,Gasabo
637,77,1600,16646,0.26,20.78,2,Gasabo
759,61,1577,14305,0.27,25.85,2,Gasabo
698,13,2231,14447,0.28,171.62,3,Gasabo
472,55,2578,15410,0.16,46.87,7,Gasabo
846,41,1839,8427,0.18,44.85,9,Gasabo
766,41,830,13416,0.19,20.24,2,Gasabo
674,89,1317,17731,0.24,14.8,7,Gasabo
674,69,1937,8742,0.21,28.07,3,Gasabo
747,14,1108,5204,0.28,79.14,7,Gasabo
354,44,1021,7787,0.29,23.2,8,Gasabo
900,91,1254,8096,0.27,13.78,3,Gasabo
523,60,1016,18639,0.1,16.93,8,Gasabo
596,87,2418,12508,0.1,27.79,6,Gasabo
662,27,2840,14552,0.11,105.19,2,Gasabo
756,11,564,14598,0.29,51.27,4,Gasabo
297,89,574,11228,0.21,6.45,3,Gasabo
580,30,1412,13342,0.08,47.07,6,Gasabo
544,73,1741,15419,0.06,23.85,5,Gasabo
646,12,2805,10576,0.13,233.75,8,Gasabo
934,18,2388,16955,0.13,132.67,7,Gasabo
374,66,1542,6501,0.25,23.36,4,Gasabo
310,49,1009,12562,0.09,20.59,6,Gasabo
916,26,2789,15417,0.15,107.27,9,Gasabo
806,66,2274,18220,0.06,34.45,1,Gasabo
287,23,1258,18740,0.12,54.7,2,Gasabo
838,41,2185,12419,0.17,53.29,3,Gasabo
794,14,1928,5399,0.28,137.71,9,Gasabo
284,88,929,13498,0.17,10.56,1,Gasabo
424,96,1253,14525,0.08,13.05,5,Gasabo
257,67,1830,9127,0.07,27.31,6,Gasabo
989,19,1406,5156,0.07,74.0,6,Gasabo
552,23,1643,7635,0.2,71.43,5,Gasabo
326,55,2083,5576,0.29,37.87,2,Gasabo
630,78,668,15428,0.15,8.56,6,Gasabo
391,67,2720,9560,0.28,40.6,4,Gasabo
528,20,2417,11472,0.19,120.85,4,Gasabo
336,88,2816,15326,0.23,32.0,8,Gasabo
416,37,586,11400,0.24,15.84,2,Gasabo
988,84,2146,8700,0.29,25.55,4,Gasabo
743,79,750,13309,0.17,9.49,9,Gasabo
829,66,1165,14918,0.14,17.65,1,Gasabo
298,62,1891,18830,0.29,30.5,1,Gasabo
655,58,1522,6075,0.29,26.24,1,Gasabo
752,76,529,5046,0.18,6.96,4,Gasabo
482,68,2129,13665,0.26,31.31,3,Gasabo
518,36,602,15799,0.15,16.72,7,Gasabo
217,32,1580,12053,0.26,49.38,8,Gasabo
638,69,1233,6494,0.07,17.87,6,Gasabo
752,66,2022,7602,0.09,30.64,4,Gasabo
969,79,2012,15782,0.16,25.47,8,Gasabo
783,88,2623,5693,0.15,29.81,8,Gasabo
761,75,1373,12580,0.14,18.31,5,Gasabo
510,84,770,19838,0.17,9.17,4,Gasabo
297,75,1471,17591,0.05,19.61,4,Gasabo
960,74,2069,16848,0.13,27.96,8,Gasabo
751,69,2262,17059,0.07,32.78,8,Gasabo
818,73,1724,17574,0.23,23.62,7,Gasabo
824,54,1245,11955,0.29,23.06,9,Gasabo
282,37,2670,13226,0.19,72.16,9,Gasabo
545,97,541,18679,0.13,5.58,4,Gasabo
783,34,955,8794,0.11,28.09,9,Kicukiro
267,49,2278,19537,0.23,46.49,4,Gasabo
624,74,1205,12288,0.3,16.28,2,Gasabo
786,69,1815,14750,0.19,26.3,4,Gasabo
740,39,2943,15199,0.16,75.46,4,Gasabo
878,19,2108,13413,0.06,110.95,3,Gasabo
981,85,590,16012,0.11,6.94,9,Gasabo
543,16,2858,9166,0.12,178.62,1,Gasabo
877,42,1378,7921,0.18,32.81,9,Gasabo
985,24,1968,18551,0.23,82.0,8,Gasabo
950,89,2341,18987,0.18,26.3,7,Gasabo
753,43,1215,8912,0.1,28.26,3,Gasabo
287,81,1133,10319,0.21,13.99,5,Gasabo
471,73,2069,12557,0.21,28.34,4,Gasabo
220,40,2487,18790,0.06,62.18,9,Gasabo
408,38,1684,13291,0.24,44.32,5,Gasabo
663,58,2066,8668,0.19,35.62,7,Gasabo
696,96,646,18466,0.22,6.73,9,Gasabo
682,99,2167,17455,0.1,21.89,2,Gasabo
407,39,768,12751,0.25,19.69,6,Gasabo
363,10,1321,13518,0.23,132.1,5,Gasabo
924,91,1672,13800,0.18,18.37,1,Gasabo
337,43,2790,6600,0.28,64.88,1,Gasabo
587,27,1435,13714,0.23,53.15,1,Gasabo
718,93,2007,19501,0.11,21.58,5,Gasabo
672,13,2691,5033,0.28,207.0,4,Gasabo
732,73,1137,8686,0.24,15.58,5,Gasabo
414,33,668,8231,0.2,20.24,5,Gasabo
866,78,1909,14810,0.2,24.47,7,Gasabo
279,72,636,11450,0.07,8.83,9,Gasabo
251,27,1233,15510,0.06,45.67,8,Gasabo
684,46,1267,18556,0.21,27.54,4,Gasabo
354,19,2119,12334,0.15,111.53,3,Gasabo
333,52,1577,11530,0.05,30.33,6,Gasabo
540,12,2027,17130,0.22,168.92,1,Gasabo
826,83,2588,15118,0.25,31.18,3,Gasabo
366,98,1834,6452,0.23,18.71,3,Gasabo
774,48,2269,12015,0.21,47.27,6,Gasabo
274,30,1715,12824,0.18,57.17,6,Gasabo
843,73,2479,11784,0.21,33.96,2,Gasabo
767,88,2090,6927,0.15,23.75,5,Gasabo
796,49,634,11567,0.15,12.94,7,Gasabo
587,53,1694,15382,0.13,31.96,7,Gasabo
755,42,2656,19755,0.08,63.24,7,Gasabo
375,45,2859,15261,0.25,63.53,4,Gasabo
323,46,1516,11984,0.23,32.96,7,Gasabo
624,72,2781,7270,0.07,38.62,7,Gasabo
787,99,1014,13606,0.09,10.24,6,Gasabo
471,80,1771,16971,0.22,22.14,1,Gasabo
494,71,1826,6257,0.28,25.72,3,Gasabo
718,31,1512,5112,0.29,48.77,1,Gasabo
667,97,950,11549,0.12,9.79,7,Gasabo
372,11,1021,7652,0.23,92.82,3,Gasabo
519,52,2588,19566,0.26,49.77,8,Gasabo
451,98,1707,10956,0.28,17.42,1,Gasabo
801,61,2037,12974,0.18,33.39,5,Gasabo
850,75,795,7430,0.22,10.6,7,Gasabo
807,39,1783,17421,0.21,45.72,4,Gasabo
549,91,1804,7230,0.22,19.82,6,Gasabo
609,27,905,10090,0.15,33.52,2,Gasabo
622,50,2671,15098,0.27,53.42,6,Gasabo
234,68,2544,18019,0.1,37.41,5,Gasabo
659,56,1709,9615,0.09,30.52,8,Gasabo
793,80,2102,19122,0.09,26.28,1,Gasabo
691,80,2442,14346,0.2,30.52,4,Gasabo
237,85,1021,11116,0.07,12.01,3,Gasabo
246,81,712,5191,0.07,8.79,2,Gasabo
799,19,2245,17794,0.25,118.16,9,Gasabo
919,22,2406,12225,0.18,109.36,8,Gasabo
624,10,1353,6230,0.16,135.3,8,Gasabo
945,99,2348,11357,0.2,23.72,6,Gasabo
355,45,2392,5837,0.09,53.16,8,Gasabo
702,45,1617,6961,0.16,35.93,3,Gasabo
678,28,2428,17088,0.1,86.71,7,Gasabo
699,47,2168,8805,0.3,46.13,7,Gasabo
793,32,2648,12412,0.17,82.75,2,Gasabo
450,53,869,13893,0.24,16.4,9,Gasabo
632,50,1591,14122,0.08,31.82,8,Gasabo
424,36,1869,6607,0.11,51.92,8,Gasabo
607,84,508,9982,0.23,6.05,6,Gasabo
587,12,2188,12086,0.12,182.33,5,Gasabo
818,53,1712,13454,0.23,32.3,4,Gasabo
630,62,854,6395,0.12,13.77,2,Nyarugenge
432,72,1643,10602,0.08,22.82,4,Gasabo
640,50,2953,14742,0.1,59.06,4,Gasabo
807,84,1500,10642,0.21,17.86,3,Gasabo
750,77,806,5566,0.11,10.47,4,Gasabo
962,79,542,15884,0.2,6.86,8,Gasabo
884,46,1170,11049,0.09,25.43,7,Gasabo
925,79,1736,17261,0.29,21.97,9,Gasabo
202,37,2307,8329,0.24,62.35,1,Gasabo
372,97,2948,17443,0.08,30.39,2,Gasabo
806,74,1953,10486,0.13,26.39,5,Gasabo
306,10,2312,19428,0.05,231.2,1,Gasabo
373,69,2846,8676,0.08,41.25,2,Gasabo
637,39,1556,17216,0.28,39.9,2,Gasabo
328,66,2842,19675,0.08,43.06,8,Gasabo
599,36,2817,10904,0.12,78.25,4,Gasabo
555,97,735,13411,0.26,7.58,7,Gasabo
735,93,2824,18183,0.07,30.37,4,Gasabo
850,12,2110,5879,0.28,175.83,9,Gasabo
902,82,807,18735,0.13,9.84,4,Gasabo
859,96,1500,10747,0.11,15.62,6,Gasabo
585,31,2990,14698,0.12,96.45,6,Gasabo
650,77,625,13518,0.07,8.12,8,Gasabo
353,85,2218,17772,0.12,26.09,5,Gasabo
349,43,739,11391,0.22,17.19,3,Gasabo
326,85,1600,7259,0.16,18.82,5,Gasabo
870,13,2892,17857,0.16,222.46,5,Gasabo
972,63,2510,17320,0.07,39.84,3,Gasabo
242,19,1172,7259,0.29,61.68,1,Gasabo
295,97,2922,12435,0.16,30.12,7,Gasabo
709,57,1833,19991,0.2,32.16,6,Gasabo
419,47,505,6165,0.19,10.74,3,Gasabo
572,20,661,14726,0.3,33.05,3,Gasabo
411,33,2165,5109,0.06,65.61,1,Gasabo
620,82,996,18396,0.25,12.15,9,Gasabo
640,76,1372,12204,0.19,18.05,2,Gasabo
645,69,1307,6024,0.12,18.94,5,Gasabo
975,97,1031,19455,0.18,10.63,2,Gasabo
252,28,1431,9920,0.22,51.11,4,Gasabo
751,58,1242,16367,0.14,21.41,6,Gasabo
396,61,1150,10039,0.08,18.85,4,Gasabo
669,69,749,10315,0.2,10.86,9,Gasabo
386,43,853,5101,0.06,19.84,3,Gasabo
519,45,880,11396,0.14,19.56,5,Gasabo
305,55,1513,5817,0.24,27.51,7,Gasabo
875,19,2872,11965,0.25,151.16,5,Gasabo
212,29,1666,13903,0.08,57.45,8,Gasabo
722,35,2912,7855,0.09,83.2,4,Gasabo
574,68,2224,15144,0.18,32.71,3,Gasabo
451,10,2883,5865,0.12,288.3,5,Gasabo
913,27,2818,8631,0.09,104.37,3,Gasabo
891,51,2357,8948,0.28,46.22,7,Nyarugenge
762,34,1044,15123,0.14,30.71,2,Gasabo
909,77,867,15978,0.17,11.26,5,Gasabo
656,97,1157,16117,0.14,11.93,9,Gasabo
380,92,1763,12264,0.17,19.16,5,Gasabo
421,22,2347,16265,0.29,106.68,6,Gasabo
372,74,650,6098,0.15,8.78,1,Gasabo
917,15,1715,6116,0.18,114.33,3,Gasabo
448,20,1734,10688,0.23,86.7,7,Gasabo
525,44,2662,11518,0.07,60.5,5,Gasabo
406,65,2816,5815,0.29,43.32,6,Gasabo
725,39,2677,12311,0.28,68.64,6,Gasabo
960,37,1318,17350,0.12,35.62,4,Gasabo
531,99,2309,8845,0.16,23.32,3,Gasabo
247,60,1005,10854,0.1,16.75,5,Gasabo
925,39,2633,10539,0.2,67.51,4,Gasabo
701,62,2875,7477,0.06,46.37,5,Nyarugenge
609,77,1310,8364,0.14,17.01,5,Gasabo
540,53,1695,17571,0.24,31.98,9,Gasabo
783,86,2565,16233,0.29,29.83,9,Gasabo
553,20,2283,7411,0.09,114.15,5,Gasabo
838,94,1004,12770,0.21,10.68,6,Gasabo
458,88,1143,19524,0.3,12.99,8,Gasabo
993,41,934,19604,0.23,22.78,1,Gasabo
954,30,2629,13025,0.18,87.63,2,Gasabo
432,78,1356,10488,0.19,17.38,1,Gasabo
675,48,1955,18884,0.12,40.73,1,Gasabo
264,45,1339,5656,0.26,29.76,1,Gasabo
394,15,2691,6548,0.09,179.4,7,Gasabo
721,44,2112,18268,0.26,48.0,7,Gasabo
223,59,2251,11849,0.05,38.15,7,Gasabo
937,40,2222,7139,0.11,55.55,6,Gasabo
500,91,1474,15172,0.26,16.2,9,Gasabo
294,37,2303,10937,0.16,62.24,4,Gasabo
788,20,1629,10154,0.21,81.45,1,Gasabo
510,56,601,15692,0.06,10.73,4,Gasabo
576,58,1017,12963,0.18,17.53,9,Gasabo
675,82,756,15412,0.29,9.22,1,Gasabo
953,86,2406,18855,0.29,27.98,1,Gasabo
406,14,2196,5483,0.09,156.86,1,Kicukiro
869,10,2483,13415,0.13,248.3,9,Gasabo
282,96,2989,9556,0.22,31.14,5,Gasabo
619,18,780,5785,0.14,43.33,7,Gasabo
968,12,722,19351,0.2,60.17,5,Gasabo
967,27,2840,8906,0.23,105.19,3,Gasabo
564,81,2640,11326,0.28,32.59,6,Gasabo
528,90,787,7895,0.24,8.74,9,Gasabo
915,20,2156,7784,0.21,107.8,1,Gasabo
531,30,2067,6417,0.13,68.9,6,Gasabo
600,87,1893,11804,0.08,21.76,3,Gasabo
522,88,2056,14027,0.28,23.36,4,Gasabo
358,15,1003,11814,0.2,66.87,4,Gasabo
285,99,2550,8438,0.06,25.76,5,Gasabo
341,69,2596,13271,0.05,37.62,7,Gasabo
330,75,2808,19224,0.13,37.44,1,Gasabo
455,86,2737,6989,0.19,31.83,4,Gasabo
681,66,2777,11304,0.11,42.08,2,Gasabo
386,47,2843,19220,0.14,60.49,4,Gasabo
610,12,2423,6017,0.16,201.92,6,Gasabo
506,30,2207,16162,0.2,73.57,3,Gasabo
983,29,2102,7906,0.19,72.48,5,Gasabo
781,40,508,17037,0.06,12.7,6,Gasabo
974,65,2799,17800,0.18,43.06,8,Gasabo
951,71,2868,6808,0.15,40.39,1,Gasabo
673,48,1699,17311,0.25,35.4,7,Gasabo
633,38,2790,17507,0.25,73.42,2,Gasabo
919,34,693,12633,0.1,20.38,2,Gasabo
797,21,1444,9888,0.26,68.76,6,Gasabo
987,59,1331,19816,0.05,22.56,9,Gasabo
913,98,1085,5083,0.24,11.07,3,Gasabo
635,86,1964,5472,0.15,22.84,2,Gasabo
686,91,1042,17684,0.07,11.45,8,Gasabo
730,31,2045,11734,0.18,65.97,6,Gasabo
476,70,2126,10104,0.28,30.37,3,Gasabo
916,25,1633,19841,0.14,65.32,3,Gasabo
350,32,1962,13948,0.2,61.31,5,Gasabo
355,38,2510,18286,0.29,66.05,4,Gasabo
692,32,928,11690,0.26,29.0,7,Gasabo
259,46,1539,19759,0.2,33.46,4,Gasabo
840,96,2963,15363,0.27,30.86,5,Gasabo
528,71,1413,7660,0.08,19.9,8,Gasabo
771,36,2276,5390,0.27,63.22,8,Gasabo
481,49,2371,15043,0.14,48.39,8,Gasabo
979,57,2505,14351,0.12,43.95,2,Gasabo
708,68,1079,10449,0.15,15.87,5,Gasabo
459,38,1820,14595,0.22,47.89,4,Gasabo
381,48,853,19668,0.05,17.77,3,Gasabo
783,45,1578,9830,0.18,35.07,5,Gasabo
832,95,1415,5856,0.16,14.89,2,Gasabo
271,64,2105,14691,0.24,32.89,2,Gasabo
368,62,1705,15571,0.27,27.5,5,Gasabo
527,88,2913,6944,0.26,33.1,1,Gasabo
496,71,2283,10968,0.18,32.15,6,Gasabo
300,46,2771,17382,0.16,60.24,5,Gasabo
397,94,1890,9904,0.22,20.11,6,Gasabo
264,56,686,12581,0.12,12.25,1,Gasabo
542,17,1056,14759,0.14,62.12,7,Gasabo
278,29,2963,7135,0.28,102.17,4,Gasabo
535,47,1903,14511,0.25,40.49,8,Gasabo
231,59,2582,10374,0.17,43.76,7,Gasabo
838,22,2377,11947,0.22,108.05,1,Gasabo
628,54,1635,17226,0.24,30.28,6,Gasabo
652,48,1126,14440,0.11,23.46,9,Gasabo
730,54,2492,5921,0.26,46.15,8,Gasabo
885,40,2037,14029,0.09,50.92,5,Gasabo
581,32,2137,12472,0.14,66.78,3,Gasabo
504,39,2899,10966,0.22,74.33,2,Gasabo
603,17,2602,6346,0.06,153.06,6,Gasabo
563,84,1960,11522,0.12,23.33,3,Gasabo
319,17,1753,10819,0.05,103.12,2,Gasabo
572,87,2932,6010,0.29,33.7,6,Gasabo
985,75,1755,18431,0.19,23.4,3,Gasabo
529,37,2972,14070,0.19,80.32,3,Gasabo
373,37,2230,8744,0.12,60.27,8,Gasabo
265,14,1083,13466,0.1,77.36,7,Gasabo
812,46,2626,9329,0.08,57.09,4,Gasabo
459,78,1043,6879,0.21,13.37,4,Gasabo
448,77,2516,17361,0.11,32.68,3,Gasabo
399,36,659,13027,0.07,18.31,4,Gasabo
956,98,1657,15881,0.06,16.91,2,Gasabo
216,71,1206,11198,0.18,16.99,3,Gasabo
224,54,2246,11757,0.18,41.59,6,Gasabo
458,58,1480,5939,0.29,25.52,4,Gasabo
656,82,1242,14944,0.2,15.15,3,Gasabo
545,53,799,12075,0.24,15.08,6,Gasabo
452,27,685,13151,0.05,25.37,4,Gasabo
321,26,570,19237,0.27,21.92,7,Gasabo
793,59,2261,18985,0.15,38.32,2,Gasabo
667,19,2477,13429,0.19,130.37,4,Gasabo
819,13,1431,8964,0.1,110.08,3,Nyarugenge
754,69,1156,6248,0.25,16.75,7,Gasabo
547,41,1248,10245,0.05,30.44,2,Gasabo
718,92,607,6954,0.2,6.6,1,Gasabo
475,46,1014,8558,0.29,22.04,2,Gasabo
227,39,1869,9380,0.06,47.92,8,Gasabo
553,61,1002,9820,0.2,16.43,9,Gasabo
673,65,1997,15239,0.06,30.72,3,Gasabo
377,14,1366,16493,0.12,97.57,5,Gasabo
643,56,588,17533,0.17,10.5,1,Gasabo
619,38,1701,9590,0.05,44.76,2,Gasabo
274,32,1841,19999,0.29,57.53,7,Gasabo
302,62,1388,13515,0.2,22.39,6,Gasabo
472,57,1275,6473,0.11,22.37,5,Gasabo
731,68,1746,9261,0.08,25.68,2,Gasabo
298,68,2133,5841,0.26,31.37,2,Gasabo
610,51,556,14028,0.16,10.9,2,Gasabo
298,85,765,16290,0.26,9.0,2,Gasabo
368,58,1206,18121,0.13,20.79,5,Gasabo
708,98,1711,5955,0.1,17.46,4,Gasabo
729,18,1520,10976,0.1,84.44,2,Gasabo
467,72,2316,14373,0.15,32.17,1,Gasabo
876,95,1995,14526,0.2,21.0,9,Gasabo
369,80,715,6380,0.17,8.94,2,Kicukiro
